,,account_id,average_price,direction,exchange,frozen,instrument,position,position_profit,yesterday_position
2018-10-08,111,test0_12940567,5.381614,,SH,0,601669,100,-18.161399999999972,0
2018-10-08,112,test0_12940567,2.3807139999999998,,SH,0,601866,100,-4.071399999999992,0
2018-10-08,113,test0_12940567,34.32029299999999,,SH,0,601601,100,-23.029299999998898,0
2018-10-08,114,test0_12940567,6.011803,,SH,0,601985,100,-12.180299999999988,0
2018-10-08,115,test0_12940567,23.036909,,SH,0,601877,100,-100.69090000000003,0
2018-10-08,116,test0_12940567,5.161548,,SZ,0,000783,100,-20.154799999999984,0
2018-10-08,117,test0_12940567,2.3006899999999995,,SH,0,601099,100,-10.068999999999928,0
2018-10-08,118,test0_12940567,15.70471,,SH,0,601166,100,-38.47100000000001,0
2018-10-08,119,test0_12940567,3.551065,,SH,0,601618,100,-4.106500000000013,0
2018-10-08,120,test0_12940567,39.291784,,SZ,0,002466,100,-311.1784,0
2018-10-08,121,test0_12940567,25.817743,,SZ,0,000002,100,-376.7742999999999,0
2018-10-08,122,test0_12940567,5.471641,,SZ,0,000413,100,-24.164099999999955,0
2018-10-08,123,test0_12940567,16.695007000000004,,SH,0,600030,100,-73.50070000000031,0
2018-10-08,124,test0_12940567,13.734119,,SH,0,600739,100,-38.41190000000001,0
2018-10-08,125,test0_12940567,5.50165,,SH,0,601668,100,-17.164999999999964,0
2018-10-08,126,test0_12940567,17.465238,,SZ,0,002142,100,-21.523799999999937,0
2018-10-08,127,test0_12940567,39.891963999999994,,SZ,0,000651,100,-196.19639999999947,0
2018-10-08,128,test0_12940567,6.541962,,SZ,0,000069,100,-45.1962,0
2018-10-08,129,test0_12940567,8.522556,,SZ,0,002146,100,-98.25559999999997,0
2018-10-08,130,test0_12940567,13.714113,,SZ,0,000776,100,-12.411299999999947,0
2018-10-08,131,test0_12940567,11.533459,,SH,0,600682,100,-40.34589999999998,0
2018-10-08,132,test0_12940567,6.451935,,SH,0,601555,100,-26.193499999999936,0
2018-10-08,133,test0_12940567,6.451935,,SH,0,600919,100,-15.193499999999993,0
2018-10-08,134,test0_12940567,4.041212,,SH,0,601919,100,-7.121199999999961,0
2018-10-08,135,test0_12940567,9.992996999999999,,SH,0,600637,100,-21.299699999999966,0
2018-10-08,136,test0_12940567,8.182454,,SH,0,600674,100,9.754599999999947,0
2018-10-08,137,test0_12940567,24.647392,,SH,0,600887,100,-42.73920000000011,0
2018-10-08,138,test0_12940567,5.991797,,SH,0,601998,100,-9.179699999999968,0
2018-10-08,139,test0_12940567,7.802339999999999,,SH,0,600019,100,-43.23399999999991,0
2018-10-08,140,test0_12940567,10.753225,,SH,0,601238,100,-0.32250000000004775,0
2018-10-08,141,test0_12940567,9.80294,,SH,0,600100,100,-54.293999999999976,0
2018-10-08,142,test0_12940567,15.164548,,SH,0,601688,100,-13.454800000000056,0
2018-10-08,143,test0_12940567,4.311292999999999,,SZ,0,000959,100,-10.129299999999919,0
2018-10-08,144,test0_12940567,10.223066000000001,,SH,0,600398,100,-25.306600000000046,0
2018-10-08,145,test0_12940567,8.282483999999998,,SZ,0,002736,100,-15.248399999999762,0
2018-10-08,146,test0_12940567,2.0506149999999996,,SH,0,600221,100,-6.061499999999964,0
2018-10-08,147,test0_12940567,5.641691999999999,,SH,0,600115,100,-38.169199999999925,0
2018-10-08,148,test0_12940567,2.780834,,SH,0,600219,100,-6.083399999999983,0
2018-10-08,149,test0_12940567,6.812043,,SH,0,600489,100,-1.2043000000000248,0
2018-10-08,150,test0_12940567,11.233369,,SH,0,600188,100,-7.336899999999957,0
2018-10-08,151,test0_12940567,13.904169999999999,,SH,0,600549,100,35.5830000000001,0
2018-10-08,152,test0_12940567,36.450931999999995,,SH,0,600585,100,-167.09319999999934,0
2018-10-08,153,test0_12940567,8.362508,,SZ,0,001965,100,-0.2508000000000621,0
2018-10-08,154,test0_12940567,3.170951,,SH,0,601216,100,-9.0951,0
2018-10-08,155,test0_12940567,56.656992,,SH,0,600009,100,-95.69919999999996,0
2018-10-08,156,test0_12940567,6.161848,,SZ,0,000898,100,-38.184799999999974,0
2018-10-08,157,test0_12940567,18.745622,,SZ,0,000063,100,-193.56220000000022,0
2018-10-08,158,test0_12940567,4.971490999999999,,SH,0,600704,100,-17.14909999999996,0
2018-10-08,159,test0_12940567,21.386414000000006,,SH,0,600741,100,-21.641400000000388,0
2018-10-08,160,test0_12940567,16.815043000000003,,SZ,0,002044,100,-24.504300000000256,0
2018-10-08,161,test0_12940567,93.948176,,SH,0,603833,100,-592.8176000000008,0
2018-10-08,162,test0_12940567,12.333699,,SH,0,601800,100,13.630100000000134,0
2018-10-08,163,test0_12940567,2.5607679999999995,,SH,0,600795,100,-7.076799999999928,0
2018-10-08,164,test0_12940567,6.832049,,SH,0,600029,100,-48.204899999999995,0
2018-10-08,165,test0_12940567,14.484343999999998,,SH,0,600362,100,-38.43439999999987,0
2018-10-08,166,test0_12940567,7.3522050000000005,,SZ,0,000625,100,-30.220500000000072,0
2018-10-08,167,test0_12940567,10.223066000000001,,SH,0,600176,100,9.693399999999919,0
2018-10-08,168,test0_12940567,15.514653,,SH,0,600663,100,-30.46529999999983,0
2018-10-08,169,test0_12940567,12.123636,,SH,0,601997,100,-21.363599999999927,0
2018-10-08,170,test0_12940567,6.121835999999999,,SH,0,600820,100,-14.183599999999874,0
2018-10-08,171,test0_12940567,12.20366,,SH,0,600233,100,82.63400000000001,0
2018-10-08,172,test0_12940567,5.211563,,SZ,0,002797,100,-21.156299999999995,0
2018-10-08,173,test0_12940567,23.827146,,SH,0,600547,100,-2.714599999999834,0
2018-10-08,174,test0_12940567,4.991497,,SH,0,601228,100,-13.149699999999953,0
2018-10-08,175,test0_12940567,5.1015299999999995,,SH,0,600909,100,-20.15299999999991,0
2018-10-08,176,test0_12940567,8.922676000000001,,SH,0,600031,100,-17.267600000000094,0
2018-10-08,177,test0_12940567,16.264878,,SH,0,600346,100,-56.48780000000002,0
2018-10-08,178,test0_12940567,31.40942,,SH,0,600085,100,-115.94200000000008,0
2018-10-08,179,test0_12940567,12.953885,,SH,0,600999,100,-20.388499999999965,0
2018-10-08,180,test0_12940567,11.343402,,SZ,0,002493,100,-34.34019999999993,0
2018-10-08,181,test0_12940567,24.917473,,SZ,0,002714,100,12.252699999999805,0
2018-10-08,182,test0_12940567,2.8308489999999993,,SZ,0,000100,100,-9.084899999999907,0
2018-10-08,183,test0_12940567,9.972991,,SH,0,600111,100,18.700899999999976,0
2018-10-08,184,test0_12940567,6.531958999999998,,SZ,0,000983,100,-2.1958999999998063,0
2018-10-08,185,test0_12940567,24.137239000000005,,SH,0,600487,100,-133.72390000000038,0
2018-10-08,186,test0_12940567,30.169047999999997,,SH,0,600196,100,-23.904799999999682,0
2018-10-08,187,test0_12940567,35.11053,,SZ,0,002007,100,178.94700000000014,0
2018-10-08,188,test0_12940567,6.10183,,SZ,0,000876,100,-3.182999999999936,0
2018-10-08,189,test0_12940567,16.424926000000003,,SZ,0,000623,100,-58.492600000000294,0
2018-10-08,190,test0_12940567,8.162448,,SH,0,600153,100,-27.24479999999998,0
2018-10-08,191,test0_12940567,55.276578,,SH,0,600570,100,-269.65780000000024,0
2018-10-08,192,test0_12940567,3.611083,,SH,0,601333,100,-14.108299999999963,0
2018-10-08,193,test0_12940567,6.291886999999999,,SZ,0,000627,100,-22.188699999999884,0
2018-10-08,194,test0_12940567,4.641391999999999,,SH,0,603993,100,-34.1391999999999,0
2018-10-08,195,test0_12940567,4.101229999999999,,SH,0,600415,100,-14.12299999999993,0
2018-10-08,196,test0_12940567,21.586474,,SZ,0,002572,100,-129.6474,0
2018-10-08,197,test0_12940567,13.594077,,SZ,0,002601,100,-33.40770000000006,0
2018-10-08,198,test0_12940567,16.194857000000003,,SH,0,600703,100,-32.48570000000033,0
2018-10-08,199,test0_12940567,13.273981,,SH,0,601828,100,-37.39809999999988,0
2018-10-08,200,test0_12940567,8.282483999999998,,SZ,0,002027,100,-33.24839999999982,0
2018-10-08,201,test0_12940567,18.215463,,SH,0,600867,100,-77.54629999999985,0
2018-10-08,202,test0_12940567,22.466738,,SH,0,601628,100,-73.6737999999999,0
2018-10-08,203,test0_12940567,46.82404299999999,,SZ,0,000423,100,-93.40429999999884,0
2018-10-08,204,test0_12940567,22.686804000000002,,SH,0,600535,100,-46.68040000000033,0
2018-10-08,205,test0_12940567,5.991797,,SZ,0,000559,100,-21.17969999999998,0
2018-10-08,206,test0_12940567,42.82284299999999,,SZ,0,002008,100,-312.2842999999989,0
2018-10-08,207,test0_12940567,4.561367999999999,,SZ,0,000060,100,-12.136799999999859,0
2018-10-08,208,test0_12940567,5.371611000000001,,SH,0,600018,100,-13.161100000000037,0
2018-10-08,209,test0_12940567,1.520456,,SH,0,600010,100,13.954399999999989,0
2018-10-08,210,test0_12940567,21.206360000000004,,SZ,0,300144,100,2.3639999999996775,0
2018-10-08,211,test0_12940567,6.471940999999999,,SH,0,600297,100,-37.19409999999996,0
2018-10-08,212,test0_12940567,29.858955,,SH,0,600498,100,-235.89550000000017,0
2018-10-08,213,test0_12940567,28.628586,,SH,0,603858,100,-73.8585999999998,0
2018-10-08,214,test0_12940567,25.267578,,SH,0,600660,100,-41.75779999999989,0
2018-10-08,215,test0_12940567,47.32419299999999,,SH,0,600809,100,-385.41929999999877,0
2018-10-08,216,test0_12940567,100.640183,,SH,0,600436,100,-508.0182999999991,0
2018-10-08,217,test0_12940567,31.439429000000004,,SZ,0,300015,100,-40.94290000000029,0
2018-10-08,218,test0_12940567,10.773231000000001,,SH,0,600373,100,-42.323100000000125,0
2018-10-08,219,test0_12940567,6.531958999999998,,SH,0,600438,100,-10.195899999999813,0
2018-10-08,220,test0_12940567,22.296687000000002,,SH,0,600516,100,-116.66870000000031,0
2018-10-08,221,test0_12940567,36.130835999999995,,SH,0,600332,100,-136.0835999999992,0
2018-10-08,222,test0_12940567,63.529053,,SH,0,600276,100,-513.9052999999997,0
2018-10-08,223,test0_12940567,14.214262999999999,,SH,0,601012,100,-45.42629999999992,0
2018-10-08,224,test0_12940567,3.7211160000000003,,SH,0,601718,100,0.888399999999967,0
2018-10-08,225,test0_12940567,16.60498,,SZ,0,000786,100,-92.49800000000015,0
2018-10-08,226,test0_12940567,5.431629,,SH,100,600816,100,-1.1629000000000111,0
2018-10-09,0,test0_12940567,52.065615,,SZ,0,002739,100,-2.561500000000194,0
2018-10-09,1,test0_12940567,7.362207999999999,,SZ,0,000540,100,-1.220799999999933,0
2018-10-09,2,test0_12940567,17.095127,,SZ,0,002450,100,-1.5127000000003221,0
2018-10-09,3,test0_12940567,7.592277,,SH,0,601857,100,162.77230000000006,0
2018-10-09,4,test0_12940567,4.291287,,SH,0,600339,100,150.87130000000002,0
2018-10-09,5,test0_12940567,10.153044999999999,,SH,0,601808,100,139.6955000000002,0
2018-10-09,6,test0_12940567,5.50165,,SH,0,600583,100,133.835,0
2018-10-09,7,test0_12940567,18.175451000000002,,SH,0,600482,100,266.4548999999997,0
2018-10-09,8,test0_12940567,11.453434999999999,,SH,0,601229,100,17.656500000000186,0
2018-10-09,9,test0_12940567,6.832049,,SH,0,600028,100,-17.204899999999945,0
2018-10-09,10,test0_12940567,7.10213,,SH,0,600177,100,18.78700000000002,0
2018-10-09,11,test0_12940567,6.041812,,SH,0,600016,100,6.818800000000014,0
2018-10-09,12,test0_12940567,3.7111129999999997,,SH,0,601818,100,6.888700000000014,0
2018-10-09,13,test0_12940567,7.752325,,SH,0,600390,100,-9.232499999999977,0
2018-10-09,14,test0_12940567,5.461638000000001,,SH,0,600688,100,34.83619999999989,0
2018-10-09,15,test0_12940567,18.205460000000002,,SH,0,601088,100,227.45399999999984,0
2018-10-09,16,test0_12940567,16.134839000000003,,SH,0,600406,100,85.51609999999954,0
2018-10-09,17,test0_12940567,4.881463999999999,,SH,0,600023,100,-6.1463999999999075,0
2018-10-09,18,test0_12940567,6.822045999999999,,SH,0,600089,100,14.795400000000036,0
2018-10-09,19,test0_12940567,23.637089000000007,,SZ,0,000895,100,145.29109999999932,0
2018-10-09,20,test0_12940567,2.880864,,SZ,0,000709,100,24.913600000000002,0
2018-10-09,21,test0_12940567,8.452534999999997,,SZ,0,000792,100,48.746500000000204,0
2018-10-09,22,test0_12940567,13.20396,,SZ,0,002074,100,17.604000000000042,0
2018-10-09,23,test0_12940567,3.180954,,SH,0,601991,100,6.904600000000016,0
2018-10-09,24,test0_12940567,3.6510949999999998,,SH,0,601992,100,-6.10949999999999,0
2018-10-09,25,test0_12940567,3.691107,,SZ,0,000415,100,21.8893,0
2018-10-09,26,test0_12940567,6.992097,,SH,0,600376,100,-15.209700000000037,0
2018-10-09,27,test0_12940567,8.062418000000001,,SH,0,601225,100,63.75819999999983,0
2018-10-09,28,test0_12940567,5.161548,,SH,0,601727,100,-0.15479999999996608,0
2018-10-09,29,test0_12940567,7.242171999999999,,SH,0,601390,100,51.782800000000066,0
2018-10-09,30,test0_12940567,4.691406999999999,,SH,0,600705,100,-16.140699999999875,0
2018-10-09,31,test0_12940567,7.532258999999999,,SH,0,600011,100,-33.225899999999875,0
2018-10-09,32,test0_12940567,6.641992,,SH,0,601117,100,-19.199199999999994,0
2018-10-09,33,test0_12940567,29.368808000000005,,SH,0,600104,100,68.11919999999958,0
2018-10-09,34,test0_12940567,8.052414999999998,,SZ,0,000338,100,41.758500000000254,0
2018-10-09,35,test0_12940567,12.373711,,SZ,0,002024,100,42.62890000000006,0
2018-10-09,36,test0_12940567,68.680598,,SH,0,603288,100,621.9402000000002,0
2018-10-09,37,test0_12940567,4.061217999999999,,SH,0,601018,100,-4.1217999999999755,0
2018-10-09,38,test0_12940567,7.182154,,SH,0,601633,100,41.7846,0
2018-10-09,39,test0_12940567,3.4110229999999997,,SH,0,601899,100,17.897700000000015,0
2018-10-09,40,test0_12940567,6.862057999999999,,SZ,0,000728,100,-24.205799999999922,0
2018-10-09,41,test0_12940567,17.735319,,SZ,0,001979,100,-30.53190000000008,0
2018-10-09,42,test0_12940567,3.6510949999999998,,SH,0,601288,100,9.890500000000024,0
2018-10-09,43,test0_12940567,16.454935000000003,,SZ,0,002468,100,202.5064999999998,0
2018-10-09,44,test0_12940567,7.782333999999999,,SH,0,601933,100,21.766600000000125,0
2018-10-09,45,test0_12940567,8.722616,,SH,0,600837,100,-19.2616000000001,0
2018-10-09,46,test0_12940567,7.192157,,SZ,0,002608,100,-5.215700000000023,0
2018-10-09,47,test0_12940567,7.182154,,SH,0,601878,100,-26.215399999999978,0
2018-10-09,48,test0_12940567,45.10352699999999,,SZ,0,002594,100,198.64730000000108,0
2018-10-09,49,test0_12940567,47.994394,,SH,0,601336,100,38.56060000000028,0
2018-10-09,50,test0_12940567,8.50255,,SH,0,601766,100,-5.25500000000001,0
2018-10-09,51,test0_12940567,7.762328,,SH,0,600015,100,7.767199999999974,0
2018-10-09,52,test0_12940567,64.25927200000001,,SH,0,601888,100,-66.92720000000065,0
2018-10-09,53,test0_12940567,64.469335,,SZ,0,000858,100,-110.93350000000015,0
2018-10-09,54,test0_12940567,3.571071,,SH,0,601988,100,1.8928999999999974,0
2018-10-09,55,test0_12940567,10.253074999999999,,SH,0,600000,100,-10.30749999999987,0
2018-10-09,56,test0_12940567,33.970188,,SH,0,601021,100,-12.018799999999885,0
2018-10-09,57,test0_12940567,5.121536,,SH,0,601898,100,15.846400000000038,0
2018-10-09,58,test0_12940567,14.074221,,SZ,0,300072,100,40.57790000000008,0
2018-10-09,59,test0_12940567,8.092427,,SZ,0,002673,100,-28.24270000000011,0
2018-10-09,60,test0_12940567,6.511953,,SZ,0,002470,100,-10.195299999999996,0
2018-10-09,61,test0_12940567,41.75252199999999,,SZ,0,002352,100,-84.25219999999953,0
2018-10-09,62,test0_12940567,6.962088,,SH,0,600109,100,-19.208800000000004,0
2018-10-09,63,test0_12940567,65.17954800000001,,SH,0,601318,100,-17.954800000001114,0
2018-10-09,64,test0_12940567,5.651695,,SH,0,601328,100,3.8305000000000256,0
2018-10-09,65,test0_12940567,15.90477,,SH,0,600690,100,-9.476999999999869,0
2018-10-09,66,test0_12940567,14.824446,,SH,0,601211,100,-47.44460000000004,0
2018-10-09,67,test0_12940567,7.212162999999999,,SH,0,600068,100,-20.216299999999965,0
2018-10-09,68,test0_12940567,7.032108999999998,,SZ,0,000402,100,-30.210899999999796,0
2018-10-09,69,test0_12940567,3.0809239999999996,,SH,0,600170,100,-6.092399999999953,0
2018-10-09,70,test0_12940567,117.345193,,SZ,0,002304,100,365.4807000000005,0
2018-10-09,71,test0_12940567,2.150645,,SZ,0,000630,100,0.9355000000000224,0
2018-10-09,72,test0_12940567,28.528556000000002,,SH,0,600036,100,87.14439999999968,0
2018-10-09,73,test0_12940567,10.913272999999998,,SH,0,601186,100,0.6727000000001482,0
2018-10-09,74,test0_12940567,7.112133,,SZ,0,002085,100,-11.213300000000004,0
2018-10-09,75,test0_12940567,5.811743,,SH,0,601169,100,4.825700000000044,0
2018-10-09,76,test0_12940567,6.271881,,SH,0,601958,100,7.811900000000005,0
2018-10-09,77,test0_12940567,678.763568,,SH,0,600519,100,1623.6432000000036,0
2018-10-09,78,test0_12940567,7.562268,,SH,0,600886,100,-18.226800000000054,0
2018-10-09,79,test0_12940567,12.983894,,SZ,0,002050,100,-10.38939999999986,0
2018-10-09,80,test0_12940567,26.698006999999997,,SZ,0,300124,100,-27.800699999999523,0
2018-10-09,81,test0_12940567,23.557064999999998,,SZ,0,002508,100,-144.70649999999983,0
2018-10-09,82,test0_12940567,9.192756999999999,,SH,0,600383,100,-44.27569999999985,0
2018-10-09,83,test0_12940567,32.039609,,SZ,0,002460,100,6.039100000000275,0
2018-10-09,84,test0_12940567,5.761728,,SH,0,601398,100,-23.17279999999995,0
2018-10-09,85,test0_12940567,47.334196,,SZ,0,000568,100,-282.41960000000006,0
2018-10-09,86,test0_12940567,25.887764,,SH,0,600340,100,-186.7764000000001,0
2018-10-09,87,test0_12940567,16.244872,,SH,0,600900,100,-36.48720000000001,0
2018-10-09,88,test0_12940567,3.5010499999999998,,SZ,0,002385,100,6.895000000000007,0
2018-10-09,89,test0_12940567,10.683204,,SZ,0,000001,100,-12.320399999999943,0
2018-10-09,90,test0_12940567,7.562268,,SH,0,601009,100,-14.22680000000005,0
2018-10-09,91,test0_12940567,9.492847,,SH,0,601838,100,-46.2847,0
2018-10-09,92,test0_12940567,8.332499,,SH,0,601111,100,-97.2499,0
2018-10-09,93,test0_12940567,7.222166,,SH,0,601939,100,-32.21659999999993,0
2018-10-09,94,test0_12940567,44.91347,,SZ,0,300122,100,-246.34699999999938,0
2018-10-09,95,test0_12940567,53.496044000000005,,SH,0,603799,100,-569.6044000000007,0
2018-10-09,96,test0_12940567,20.846252,,SH,0,600518,100,94.37479999999994,0
2018-10-09,97,test0_12940567,4.591377,,SH,0,601377,100,-24.137699999999995,0
2018-10-09,98,test0_12940567,5.381614,,SH,0,601669,100,-18.161399999999972,0
2018-10-09,99,test0_12940567,2.3807139999999998,,SH,0,601866,100,-1.0713999999999668,0
2018-10-09,100,test0_12940567,34.32029299999999,,SH,0,601601,100,-53.029299999999324,0
2018-10-09,101,test0_12940567,6.011803,,SH,0,601985,100,-10.180299999999942,0
2018-10-09,102,test0_12940567,23.036909,,SH,0,601877,100,-56.690900000000255,0
2018-10-09,103,test0_12940567,5.161548,,SZ,0,000783,100,-20.154799999999984,0
2018-10-09,104,test0_12940567,2.3006899999999995,,SH,0,601099,100,-9.06899999999995,0
2018-10-09,105,test0_12940567,15.70471,,SH,0,601166,100,-19.47100000000006,0
2018-10-09,106,test0_12940567,3.551065,,SH,0,601618,100,-6.10649999999997,0
2018-10-09,107,test0_12940567,39.291784,,SZ,0,002466,100,-319.17839999999984,0
2018-10-09,108,test0_12940567,16.695007000000004,,SH,0,600030,100,-65.50070000000048,0
2018-10-09,109,test0_12940567,13.734119,,SH,0,600739,100,-36.41190000000005,0
2018-10-09,110,test0_12940567,5.50165,,SH,0,601668,100,-21.164999999999967,0
2018-10-09,111,test0_12940567,17.465238,,SZ,0,002142,100,-50.52379999999985,0
2018-10-09,112,test0_12940567,39.891963999999994,,SZ,0,000651,100,-106.19639999999961,0
2018-10-09,113,test0_12940567,6.541962,,SZ,0,000069,100,-53.196200000000005,0
2018-10-09,114,test0_12940567,13.714113,,SZ,0,000776,100,-14.411299999999905,0
2018-10-09,115,test0_12940567,11.533459,,SH,0,600682,100,-67.34590000000011,0
2018-10-09,116,test0_12940567,6.451935,,SH,0,601555,100,-28.193499999999982,0
2018-10-09,117,test0_12940567,6.451935,,SH,0,600919,100,-15.193499999999993,0
2018-10-09,118,test0_12940567,4.041212,,SH,0,601919,100,-3.1212000000000018,0
2018-10-09,119,test0_12940567,9.992996999999999,,SH,0,600637,100,-30.29969999999995,0
2018-10-09,120,test0_12940567,8.182454,,SH,0,600674,100,-0.24540000000001783,0
2018-10-09,121,test0_12940567,24.647392,,SH,0,600887,100,21.260799999999946,0
2018-10-09,122,test0_12940567,5.991797,,SH,0,601998,100,-16.179699999999997,0
2018-10-09,123,test0_12940567,7.802339999999999,,SH,0,600019,100,-42.233999999999924,0
2018-10-09,124,test0_12940567,10.753225,,SH,0,601238,100,12.67750000000003,0
2018-10-09,125,test0_12940567,9.80294,,SH,0,600100,100,-47.29399999999995,0
2018-10-09,126,test0_12940567,15.164548,,SH,0,601688,100,-26.454799999999956,0
2018-10-09,127,test0_12940567,4.311292999999999,,SZ,0,000959,100,-6.129299999999915,0
2018-10-09,128,test0_12940567,10.223066000000001,,SH,0,600398,100,-57.306600000000074,0
2018-10-09,129,test0_12940567,8.282483999999998,,SZ,0,002736,100,-28.24839999999984,0
2018-10-09,130,test0_12940567,2.0506149999999996,,SH,0,600221,100,-6.061499999999964,0
2018-10-09,131,test0_12940567,5.641691999999999,,SH,0,600115,100,-47.16919999999991,0
2018-10-09,132,test0_12940567,2.780834,,SH,0,600219,100,-3.083400000000003,0
2018-10-09,133,test0_12940567,6.812043,,SH,0,600489,100,41.79570000000004,0
2018-10-09,134,test0_12940567,11.233369,,SH,0,600188,100,39.66310000000011,0
2018-10-09,135,test0_12940567,13.904169999999999,,SH,0,600549,100,64.5830000000002,0
2018-10-09,136,test0_12940567,36.450931999999995,,SH,0,600585,100,-192.09319999999934,0
2018-10-09,137,test0_12940567,8.362508,,SZ,0,001965,100,-9.250800000000048,0
2018-10-09,138,test0_12940567,3.170951,,SH,0,601216,100,-10.095100000000023,0
2018-10-09,139,test0_12940567,56.656992,,SH,0,600009,100,-282.6992000000004,0
2018-10-09,140,test0_12940567,6.161848,,SZ,0,000898,100,-27.18480000000003,0
2018-10-09,141,test0_12940567,21.386414000000006,,SH,0,600741,100,-31.64140000000053,0
2018-10-09,142,test0_12940567,16.815043000000003,,SZ,0,002044,100,-16.504300000000427,0
2018-10-09,143,test0_12940567,93.948176,,SH,0,603833,100,-319.81760000000037,0
2018-10-09,144,test0_12940567,12.333699,,SH,0,601800,100,2.630100000000013,0
2018-10-09,145,test0_12940567,6.832049,,SH,0,600029,100,-55.20489999999994,0
2018-10-09,146,test0_12940567,14.484343999999998,,SH,0,600362,100,-19.43439999999992,0
2018-10-09,147,test0_12940567,7.3522050000000005,,SZ,0,000625,100,-39.22050000000006,0
2018-10-09,148,test0_12940567,10.223066000000001,,SH,0,600176,100,12.693399999999855,0
2018-10-09,149,test0_12940567,15.514653,,SH,0,600663,100,-51.465299999999914,0
2018-10-09,150,test0_12940567,12.123636,,SH,0,601997,100,-26.363599999999998,0
2018-10-09,151,test0_12940567,6.121835999999999,,SH,0,600820,100,-16.18359999999992,0
2018-10-09,152,test0_12940567,12.20366,,SH,0,600233,100,73.63400000000001,0
2018-10-09,153,test0_12940567,5.211563,,SZ,0,002797,100,-18.15629999999997,0
2018-10-09,154,test0_12940567,23.827146,,SH,0,600547,100,110.28540000000007,0
2018-10-09,155,test0_12940567,4.991497,,SH,0,601228,100,-7.149699999999992,0
2018-10-09,156,test0_12940567,8.922676000000001,,SH,0,600031,100,-43.26760000000007,0
2018-10-09,157,test0_12940567,16.264878,,SH,0,600346,100,-64.48780000000002,0
2018-10-09,158,test0_12940567,31.40942,,SH,0,600085,100,-75.94200000000022,0
2018-10-09,159,test0_12940567,12.953885,,SH,0,600999,100,-24.38849999999988,0
2018-10-09,160,test0_12940567,11.343402,,SZ,0,002493,100,-25.340199999999946,0
2018-10-09,161,test0_12940567,24.917473,,SZ,0,002714,100,16.25269999999972,0
2018-10-09,162,test0_12940567,2.8308489999999993,,SZ,0,000100,100,-11.084899999999909,0
2018-10-09,163,test0_12940567,9.972991,,SH,0,600111,100,29.70089999999992,0
2018-10-09,164,test0_12940567,6.531958999999998,,SZ,0,000983,100,16.804100000000233,0
2018-10-09,165,test0_12940567,24.137239000000005,,SH,0,600487,100,-166.72390000000058,0
2018-10-09,166,test0_12940567,30.169047999999997,,SH,0,600196,100,-73.90479999999968,0
2018-10-09,167,test0_12940567,35.11053,,SZ,0,002007,100,233.94700000000057,0
2018-10-09,168,test0_12940567,6.10183,,SZ,0,000876,100,-6.182999999999961,0
2018-10-09,169,test0_12940567,16.424926000000003,,SZ,0,000623,100,-55.49260000000036,0
2018-10-09,170,test0_12940567,4.641391999999999,,SH,0,603993,100,-29.13919999999992,0
2018-10-09,171,test0_12940567,21.586474,,SZ,0,002572,100,-116.64739999999973,0
2018-10-09,172,test0_12940567,13.594077,,SZ,0,002601,100,-18.407700000000027,0
2018-10-09,173,test0_12940567,16.194857000000003,,SH,0,600703,100,-63.4857000000002,0
2018-10-09,174,test0_12940567,13.273981,,SH,0,601828,100,-39.398099999999836,0
2018-10-09,175,test0_12940567,8.282483999999998,,SZ,0,002027,100,-51.24839999999988,0
2018-10-09,176,test0_12940567,18.215463,,SH,0,600867,100,-145.5462999999998,0
2018-10-09,177,test0_12940567,22.466738,,SH,0,601628,100,-73.6737999999999,0
2018-10-09,178,test0_12940567,46.82404299999999,,SZ,0,000423,100,-24.40429999999907,0
2018-10-09,179,test0_12940567,22.686804000000002,,SH,0,600535,100,-85.68040000000039,0
2018-10-09,180,test0_12940567,5.991797,,SZ,0,000559,100,-28.179700000000008,0
2018-10-09,181,test0_12940567,4.561367999999999,,SZ,0,000060,100,1.8632000000001092,0
2018-10-09,182,test0_12940567,5.371611000000001,,SH,0,600018,100,-13.161100000000037,0
2018-10-09,183,test0_12940567,1.520456,,SH,0,600010,100,13.954399999999989,0
2018-10-09,184,test0_12940567,21.206360000000004,,SZ,0,300144,100,11.363999999999663,0
2018-10-09,185,test0_12940567,6.471940999999999,,SH,0,600297,100,-33.19409999999996,0
2018-10-09,186,test0_12940567,29.858955,,SH,0,600498,100,-315.89550000000025,0
2018-10-09,187,test0_12940567,28.628586,,SH,0,603858,100,-60.858599999999896,0
2018-10-09,188,test0_12940567,25.267578,,SH,0,600660,100,-58.75780000000006,0
2018-10-09,189,test0_12940567,47.32419299999999,,SH,0,600809,100,-459.419299999999,0
2018-10-09,190,test0_12940567,100.640183,,SH,0,600436,100,-669.018299999999,0
2018-10-09,191,test0_12940567,31.439429000000004,,SZ,0,300015,100,-33.942900000000265,0
2018-10-09,192,test0_12940567,10.773231000000001,,SH,0,600373,100,-35.323100000000096,0
2018-10-09,193,test0_12940567,6.531958999999998,,SH,0,600438,100,-5.195899999999742,0
2018-10-09,194,test0_12940567,22.296687000000002,,SH,0,600516,100,-102.66870000000026,0
2018-10-09,195,test0_12940567,36.130835999999995,,SH,0,600332,100,-129.08359999999917,0
2018-10-09,196,test0_12940567,14.214262999999999,,SH,0,601012,100,-23.426299999999856,0
2018-10-09,197,test0_12940567,3.7211160000000003,,SH,0,601718,100,-3.1116000000000366,0
